step,correct_token_mean,incorrect_token_mean,experiment
130,0.00158251162250167,0.0003746514339582063,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
131,0.0005959310715897281,0.00046421634760918096,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
132,0.0014853144259632245,0.001365382722724462,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
133,0.0015066492694133515,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
134,0.0001957310267091117,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
135,0.0013266415593307102,0.00017606245455681346,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
136,0.00047581410630392895,5.183173925615847e-05,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
137,0.002230293632203839,9.16049066290725e-06,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
138,0.000897933479071078,0.0005374962383939419,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
139,0.0018224886348685576,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
140,0.0007028919579425974,0.0009105646313400939,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
141,0.0009129258529738671,0.00014711229596287012,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
142,0.00020157873382364855,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
143,0.001027969545579488,0.0011822358355857432,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
144,1.2420461414697215e-05,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
145,0.0001586465734204623,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
146,0.0005005899552994464,0.0012723070103675127,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
147,0.0004851562337782056,0.0013883468632229778,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
148,0.0006713095056096741,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
149,0.0019492575028454695,0.0004960290971212089,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
150,0.00447301352370566,0.0008707604429218918,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
151,0.0008157404692830106,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
152,8.349875129098905e-06,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
153,0.0013007227989723091,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
154,0.0005752210637446353,8.225112105719745e-05,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
155,0.001010431023887648,9.22321396501502e-06,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
156,0.0007718966959049389,9.056267344931257e-07,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
157,0.000615842329517946,0.00043423782335594296,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
158,0.0008890938230621259,0.00031365018730866723,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
159,0.0007803464155200501,0.00011085403093602508,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
160,0.0015190522443617738,0.00027154223062098026,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
161,0.00017610574859006078,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
162,0.0006319596012431816,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
163,0.0002605270328266407,8.178662028512917e-06,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
164,0.0005612202247888831,0.0013357265283957531,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
165,0.00031273750664428945,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
166,0.002307672061328425,7.283692684723064e-05,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
167,0.0008409684005314944,0.00010547983401920646,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
168,0.0004762788407504104,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
169,0.0003346169732321158,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
170,0.0007454063230980523,0.000751705181755824,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
171,0.0001763350960324317,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
172,0.0007596288136966223,0.00017356638636556454,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
173,0.0011079561126017268,0.000428411818575114,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
174,0.0008726189433616582,0.0005822535313200206,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
175,0.0014421370915767007,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
176,0.0011311385169392452,0.0012838137026847107,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
177,0.0010868166013437985,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
178,0.0005453231997236685,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
179,0.000877364489952015,0.0028176905179861933,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
180,0.001913974752576486,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
181,0.0025923000083700742,6.659951395704411e-05,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
182,0.0011147061430261118,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
183,0.0006823299003357874,0.0003893339235219173,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
184,0.00026413231980182417,0.0007940029972814955,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
185,0.0007455364391839581,0.0013711519732169108,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
186,0.0015296686514787439,0.00028852080504293554,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
187,0.0012180668885122259,0.0007334563415497541,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
188,0.0004589736797431243,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
189,0.0004734598885498542,0.0002511641905584838,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
190,0.0016134676064041287,0.002502032119082287,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
191,6.628349547099788e-05,0.003113725484581664,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
192,0.0011441595374321878,0.0019302069595141802,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
193,0.00048819568976599115,0.0006635547615587711,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
194,0.0006551159339593937,0.0008460460339847486,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
195,0.0012429491369760903,0.0006601711211260408,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
196,0.001673042479832354,0.0006897210496390471,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
197,0.0013228098745088346,0.0006776093650842085,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
198,0.0001174550906934968,0.00040488498780177906,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
199,0.001098128054096037,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
200,0.000597567539443844,0.0,qwen3gen-tooluse-SDPO_TR-Qwen-Qwen3-4B-mbs32-tr0.1-train32-rollout8-lr1e-5-vllm0.8-newrepo-sdpo-200clean-jsdhist3
